id,title,desc,loc,date,tags
29558,Keys to Intercultural Communication Success,"The Intercultural Communication Program Suite (ICPS) is a leadership development, cultural awareness and academic enrichment series in the Office of Academic Multicultural Initiatives (OAMI). At this workshop, through engaging activities and speaking with others you will learn about your communicate style and steps/skills on how to communicate effectively across cultural differences. FREE FOOD! >>>>RSVP: tinyurl.com/icpsmarch17<<<< This is the second workshop in the Winter Semester ICPS Series. We hope you can make it to all the events throughout this semester!",Map Student Activities Building - 3009 Office of Academic Multicultural Initiatives,['2016-03-17 18:00'],"['Communication', 'Culture', 'Discussion', 'Diversity', 'Education', 'Food', 'Free', 'Inclusion', 'International', 'Multicultural', 'Study abroad']"
29563,Iron Chef Competition,"Do you have what it takes to be U-M’s next Iron Chef? Sign up with your best foodie friend to participate in this Iron Chef-style competition sponsored by your Residence Hall Association. Teams of two will have one hour to create a dish using ingredients supplied by MDining and prizes will be award to the top teams each day. To register, go to goo.gl/FYv2ma",Map South Quadrangle,"['2016-03-19 11:00', '2016-03-20 11:00']",['Food']
29565,Chocolate Week,"A whole week of creamy, decadent, delicious chocolate. 3/21 Hot Chocolate and all the toppings 3/22 Kenyan BBQ Pork (What's the secret ingredient?) 3/23 Mole 3/24 Fondue Bar. Seriously? Don't miss this. 3/25 Chocolate chip pancakes",Map South Quadrangle - and All Dining Halls,"['2016-03-21 7:00', '2016-03-22 7:00', '2016-03-23 7:00', '2016-03-24 7:00', '2016-03-25 7:00']",['Food']
29572,Mac and Cheese Week,"Check out the menu at your favorite dining hall to see what kind of cheesy, gooey goodie they'll be serving up for lunch or dinner.",Map South Quadrangle - and All Dining Halls,"['2016-03-28 11:00', '2016-03-29 11:00', '2016-03-30 11:00', '2016-03-31 11:00', '2016-04-01 11:00']",['Food']
29575,OUTlist Mixer,"​Date: 3/23 Time: 6 - 7:30 PM Location: East Conference Room (4th Floor), Rackham Graduate School Event Description: A social mixer to find out more about the OUTlist and meet the students, faculty, staff, and community members that are currently on the OUTlist. RSVP is encouraged, but not required: https://secure.rackham.umich.edu/Events/wsreg.php?ws_id=354 The OUTlist seeks to foster professional relationships and mentoring opportunities through engaging LGBTQ faculty, staff, students, and alumni in the creation on online searchable profiles. The OUTlist serves as a database where University Community members can connect with one another and where individuals new to the community can look to for resources. We want to recognize that there are many people who cannot contribute to the creation of community as a part of the OUTlist because it may not be safe for them to be out in this way. We want to affirm that there are many ways the people exist in LGBTQ communities and that this list is one way to find support on campus. For more information, visit: https://spectrumcenter.umich.edu/outlist/",Map Rackham Graduate School (Horace H.) - East Conference Room (4th Floor),['2016-03-23 18:00'],"['Food', 'Free', 'Graduate', 'Graduate school', 'Health & wellness', 'Lgbt', 'Networking', 'Rackham', 'Social', 'Undergraduate']"
29577,Project Re-iMagine,"Project re-iMagine is an environmental event led by our student group: iMagination. We strive to promote awareness about the environment through the creation of our two-part event series. Here's the breakdown: First, we have our main event: Project re-iMagine, where we invite YOU to visit our event taking place March 26th, 2016 1-5pm in Mason Hall G463. There, we invite you to explore our variety of recycled materials which we challenge you to make something -- anything! It could be a work of art, as in sketching, drawing or painting something truly awesome. Or you could write a haiku, poem or story with a splash of paint. Or, if you're more of a hands-on person, make a sculpture or some type of useful device. It's all up to you. The best entries will be eligible to win prizes of up to $75! Second, we have our after-show, an exhibition! More details are coming soon! If you so choose, for a week, you can opt to have your work of art put in an exhibition promoting environmental awareness and health.",Map Mason Hall - G463,['2016-03-26 13:00'],"['Art', 'Education', 'Environment', 'Free', 'Outdoors', 'Poetry', 'Social', 'Social impact', 'Social justice', 'Storytelling', 'Sustainability', 'Visual arts', 'Writing']"
29578,"April Science Café: Implicit Bias, Race and Politics","Stereotypes and bias pervade our culture and mainstream media. Can they affect our judgments and behavior even when we don't intend it? And what is the experience like for people who are targeted by these stereotypes and subtle biases? We'll discuss how implicit and explicit bias affects our interactions and specifically what research says about race, political campaigns and voter decision-making. Join Denise Sekaquaptewa, professor and associate chair of Psychology and professor of Women's Studies at the University of Michigan, and Vincent Hutchings, professor of Political Science and research professor in the Center for Political Studies. Co-sponsored by the Interfaith Council for Peace and Justice","Conor O’Neill’s Traditional Irish Pub, 318 South Main Street, Ann Arbor",['2016-04-13 17:30'],"['Diversity', 'Food', 'Free', 'Lecture', 'Politics', 'Social justice', ""Women's studies""]"
29579,Special Exhibit:On the Trail of Wonder: Selections from the Collection of Rolf Sapoli,"What makes an object wonderful? Is it an objective quality that can be measured and studied? Or is it an instinctive reaction, welling up within the observer, prompting us to ask: where did this come from? What does it mean? Is it real? Noted natural philosopher Rolf Sapoli has generously lent prized pieces from his world-renowned collection to the U-M Museum of Natural History for a short-term imposition. Objects rarely seen in a museum will be on display, including a native Michigan koala, Henry Ford’s pet dodo, and a miniature manatee. The items will be integrated with the permanent collections and interspersed throughout the galleries, creating a trail of wonderful objects. How many will you find? The exhibit opens March 26 and runs through April 10, though Mr. Sapoli tells us the best viewing will be on Friday, April 1, at 4:01 pm.",Map Ruthven Museums Building,"['2016-03-26 9:00', '2016-03-27 12:00', '2016-03-28 9:00', '2016-03-29 9:00', '2016-03-30 9:00', '2016-03-31 9:00', '2016-04-01 9:00', '2016-04-02 9:00', '2016-04-03 12:00', '2016-04-04 9:00', '2016-04-05 9:00', '2016-04-06 9:00', '2016-04-07 9:00', '2016-04-08 9:00', '2016-04-09 9:00', '2016-04-10 12:00', '2016-04-11 9:00']","['Exhibition', 'Free', 'Museum']"
29585,"Masters Recital: Joel Bein, conductor","PROGRAM: Bach - Six Sonatas, wq. 184; Uhl - Drei Tanzstücke Für Bläseroktett; Snider - Daughter of the Waves; Gounod - Petite Symphonie.",Map Earl V. Moore Building - Britton Recital Hall,['2016-03-22 19:30'],"['Free', 'Music', 'North campus']"
29586,"*POSTPONED TBA* Masters Recital: Michael Fragale, tenor",This recital has been postponed to a later date to be announced.,Map Walgreen Drama Center - Stamps Auditorium,['2016-03-19 20:00'],"['Free', 'Music', 'North campus']"
29598,Genotypic Variability and the Quantitative Proteotype,Please join us for our weekly seminar series at the Department of Computational Medicine & Bioinformatics.,Map Palmer Commons - Forum Hall,['2016-04-06 15:30'],"['Biology', 'Free', 'Lecture', 'Research', 'Science', 'Talk']"
29602,saPAC the Diag,"Join the SAPAC Peer Education Program as we kick off Sexual Assault Awareness Month with saPAC the Diag! A lively outdoor event where the Peer Educators engage those on the Diag in conversations on consent, inclusivity, intersectionality, and sexual violence primary prevention. Tables will include education, inclusive language, swag, and self-care.",Map Diag - Central Campus,['2016-04-01 10:30'],"['Activism', 'Festival', 'Free', 'Games', 'Health & wellness', 'Inclusion', 'Social impact', 'Social justice', 'Student org']"
29607,Early Breakfast at South Quad,South Quad will be opening up early for breakfast on Saturday March 19th at 9am. On March 19th only.,Map South Quadrangle,['2016-03-19 9:00'],['Food']
29617,"Senior Recital: Caroline Kagan, soprano","PROGRAM: Obradors - Con amores la mi madre; Obradors - Del cabello más sutil; Cerrone - I Will Learn to Love a Person; Rachmaninoff - U Mojego Okna; Rimsky-Korsakov - Ne Veter, Veya S Vïsotï.",Map Earl V. Moore Building - Britton Recital Hall,['2016-03-19 17:30'],"['Free', 'Music', 'North campus']"
29618,"Third Dissertation Recital: Adrian Slywotzky, conductor",PROGRAM: Mahler - Symphony no. 1,Map Earl V. Moore Building - Hankinson Rehearsal Hall,['2016-03-13 15:00'],"['Free', 'Music', 'North campus']"
29619,"Senior Recital: Theresa Suzanne Zick, clarinet","PROGRAM: Milhaud - Suite for Violin, Clarinet, and Piano, op. 157b; Widor - Introduction et Rondo, op. 72; Sutermeister - Capriccio; Barber - Sure on This Shining Night, op. 13, no. 3; Ponchielli - Il Convegno.",Map Earl V. Moore Building - McIntosh Theatre,['2016-03-23 20:00'],"['Free', 'Music', 'North campus']"
29636,Outdoor Adventures is Hiring! Informational Meeting,"If you love the great outdoors, you might love working for Outdoor Adventures! Come to an informational meeting to learn more about how you can become a trip leader, manager, or work in our Rental Center. See our website for more position information: https://recsports.umich.edu/article/student-employment-work-rec-sports",Map Elbel Field Locker Building - 336 Hill St.,['2016-03-22 20:00'],"['Career', 'Environment', 'Free', 'Health & wellness', 'Outdoors', 'Rec sports']"
29637,Seniors: Zingerman's Private BAKE Class!,"LAST CHANCE: Seniors, sign up for a private baking class at Zingerman's! Make your own chocolate brownies or vanilla shortbread cookies. Sign up here: http://goo.gl/forms/JuLvxVkcco *At this time, Zingerman's Private Bake Class is at capacity. Check in: The Cube @ 4:55pm Bus depature for Zingerman's: PROMPTYLY at 5pm. Drop off on campus: The Cube. There is a $10 admission cost. *Please note: there are NO REFUNDS*",7311 Plaza Drive. - Zingerman's Bakehouse,['2016-04-07 17:00'],"['Food', 'Free']"
29645,"Masters Recital: Christopher Scott Floyd, percussion",PROGRAM: Psathas - One Study One Summary; Tompkins - VI from Nine French-American Rudimental Solos Volume 2; Fitz-Rogers - Once Removed; Lindroth - Bell Plates; Kotche - Fantasy on a Shona Theme; Holló - José / beFORe JOHN5.,Map Earl V. Moore Building - McIntosh Theatre,['2016-03-20 16:00'],"['Free', 'Music', 'North campus']"
29646,"Senior Recital: Alexandra Elaine Koi, voice",PROGRAM: Hammerstein/Rodgers - My Favorite Things; Koi/Loyd - Forest Flower; Wolf/Landesman - Spring Can Really Hang You Up The Most; Ellington/Tizol - Caravan; Koi/Fee/Gold - Brand New; saajtak - Flicker; saajtak - Spokes; saajtak - Asimo’s Epilogue.,"Yellow Barn, 416 W Huron St, Ann Arbor, MI 48103",['2016-03-13 19:00'],"['Free', 'Music', 'North campus']"
29649,Community Research in Latina/o Studies: An Interdisciplinary Conversation,"Are you interested in or currently pursuing a research agenda that engages communities? In this interdisciplinary panel, speakers explore questions, strategies, and considerations concerning community-engaged research. Some of the issues discussed include processes of building and maintaining collaborative relationships with communities, what's at stake in doing community-engaged research, and strategies to build community bridges beyond the academy. Our panelists are Angela Reyes (Executive Director and Founder of the Detroit Hispanic Development Corporation), Maria Cotera (Associate Professor, American Culture and Women's Studies), and Alana LeBrón (Post-Doctoral Fellow at the National Center for Institutional Diversity). RSVP to lsw.umich@gmail.com (food will be served)",Map Haven Hall - 3512,['2016-03-31 16:00'],['Free']
29660,Fun Friday Night,"Experience the Museum at night—we'll be open until 8:00 PM! Free story time in our Planetarium at 6:00 PM & 7:00 PM: How the Dinosaur Got to the Museum, by Jessie Hartland. Limited to 36; children must be accompanied by an adult. Free Hands-on Demonstration: All About Owls at 6:30 PM. Free dinosaur tour at 6:00 PM & 7:00 PM; limited to 15 people. Planetarium shows ($3): Larry Cat in Space at 5:30 PM, Star Talk at 6:30 PM & 7:30 PM (30 minutes long).",Map Ruthven Museums Building,['2016-04-08 17:00'],"['Children', 'Family', 'Film', 'Free', 'Museum']"
29662,William R. Farrand Memorial Lecture: The Timeline of the Universe: From the Big Bang to the Far Future,"This talk outlines the entire history of the cosmos. After reviewing the history of the universe to the present epoch, we consider the evolution of planets, stars, galaxies, and the universe itself over time scales that greatly exceed the current cosmic age. The discussion follows stellar evolution and the transformation of stars into degenerate stellar remnants. After the demise of the galaxy and the evaporation of expelled degenerate stars and the largest black holes, the universe slowly slides into darkness.",Map Ruthven Museums Building,['2016-04-15 19:00'],"['Free', 'Lecture', 'Museum', 'Physics']"
29663,"Masters Recital: ShanShan Ding, piano","PROGRAM: Scriabin - Etude no. 5, op. 42; Bach - Chromatic Fantasia and Fugue in D Minor, BWV 903; Rachmaninoff - Oh, Never Sing to Me Again, no. 4, op. 4; Roslavets - Preludes; Chopin - Polonaise-Fantasie, op. 61; Puccini - O Mio Babbino Caro; Beethoven - Piano Sonata no. 3, op. 2; Capua - O Sole Mio.",Map Earl V. Moore Building - McIntosh Theatre,['2016-03-18 20:00'],"['Free', 'Music', 'North campus']"
29664,"Student Recital: Teagan Faran, violin",PROGRAM: Debussy - Violin Sonata; Jobim - Triste; Green - Body and Soul; Lennon/McCartney - Blackbird; Cotacea - Scarborough Dance.,Map Earl V. Moore Building - Kevreson Rehearsal Hall,['2016-03-19 17:30'],"['Free', 'Music']"
29672,Get Face to Face with Michigan Alumni,"Need career advice? Have questions about the field you want to go into? We bring you face to face with alumni business leaders, entrepreneurs, experts and professionals so you can have one-on-one conversations about their area of expertise. This year, we have five sessions scheduled, with each day centered around a particular industry. Sessions are held in Ann Arbor at the Alumni Center unless otherwise noted. Register online to meet with an alum for 30 minutes between 10 a.m. – 4 p.m. Registration for each session opens approximately two to four weeks before it is scheduled to take place. Undergraduate and graduate students may register to participate.",Map Alumni Center - Founders Room,['2016-03-18 10:00'],"['Alumni', 'Business', 'Career', 'Food', 'Free', 'Graduate', 'Internship', 'Leadership', 'Lifelong learning', 'Media', 'Networking', 'Rackham', 'Social', 'Talk', 'Undergraduate', 'Visual arts']"
29700,"Masters Recital: Chelsea Tinsler, percussion",PROGRAM: De Mey - Musique de Table; Shaw - Boris Kerner; Saariaho - Ciel étoilé; Macbride - Shape Notes; Piazzolla - Histoire du Tango; Rzewski - Les Moutons de Panurge.,Map Earl V. Moore Building - McIntosh Theatre,['2016-03-20 19:30'],"['Free', 'Music', 'North campus']"
29701,"Senior Recital: Jason Gong, piano","PROGRAM: Bach - Prelude and Fuge in E Minor, BWV 855; Haydn - Sonata in C Minor Hob. XVI/20; Gerswhin - I Got Rhythm; The Man I Love; Schumann - Fantasie in C, op. 17; Khachaturian - Sabre Dance for 4 Hands.",Map Earl V. Moore Building - Britton Recital Hall,['2016-03-19 15:00'],"['Free', 'Music', 'North campus']"
29702,"Masters Recital: Brendan W. Kelly, saxophone",PROGRAM: Rogers - Lessons of the Sky; Denisov - Sonata; Albright - Sonata for Alto Saxophone and Piano; Scelsi - Maknongan; Tenney - Saxony.,Map Earl V. Moore Building - McIntosh Theatre,['2016-03-25 20:00'],"['Free', 'Music', 'North campus']"
29716,"“flip. peasant. spanish.: Gender, Defective Spanish, and Linguistic Incapacity in the Comparative US-Mexican-Philippine Borderlands”","Drawing on comparative ethnic studies, this paper examines the comparative affinities between Chicana/o and Filipina/o racialization in the US-Mexico Borderlands through a postcolonial disability optic. By including the Philippines as a borderlands where US transpacific imperialism and Spanish colonialism have historically overlapped – the very same colonial projects that have informed the various formations of the US-Mexican corridor – I propose a re-consideration of the border as an “herida abierta”, as iconized by Gloria Anzaldúa, as a Chicana disability theory that helps to explain the comparartive racializations of Filipino postcoloniality. Through a consideration of Brian Ascalon Roley’s Filipino-Chicano novel, American Son (2001), alongside Borderlands/La Frontera, I develop the concept “linguistic incapacity” to examine the vulnerabilities of linguistic colonialism and the racial embodiments and defects of language. I use Anzaldúa canonical chapter, “How to Tame a Wild Tongue”, which proposes the liberation and maintenance of defective disabled Spanishes (“somos las del español deficiente), as a lens to understand American Son’s representations of wounded “castrated” Filipino masculinities within a US-Mexican borderscape. I interpose the critiques of “racial castration” of Asian American queer studies alongside the wounded tongues of Chicana feminist theory to suggest that in American Son the disability of castration is rehabilitated through the mixed-race mis-recognition of Filipinos as Latinos in a US racial imaginary. The “castrated mestizo” represents the intersection of Chicano and Filipino embodiment. I attempt to understand the polysemous Filipino body, whose provenance is a “Hispanic Asia”, through the optic of Chicana feminist theory. This inevitably leads me to the question of “Flip Spanish” - a “wild tongue” that is not characterized by the preservation of anomalous Spanish but rather through its absent presence, a condition I term “linguistic incapacity”. What can absence, linguistic defect, and language deficits tell us about the comparative racial projects of US imperialism? What can the “racial errors” of misrecognition bring to disability theory? Finally, what can comparative ethnic studies gain from expanding its modes of inquiry to include disability? What does comparative Filipina/o and Latina/o scholarship look like?",Map Haven Hall - 3773,['2016-03-25 12:00'],['Free']
29721,Ford Motor Company Distinguished Lecture in Physics,"Dr. H. Eugene Stanley William Fairfield Warren Distinguished Professor; Director, Center for Polymer Studies; Professor of Physics, Chemistry, Biomedical Engineering, and Physiology (School of Medicine) Boston University Lecture Abstract: Dr. H. Eugene Stanley will introduce some of the 73 documented anomalies of the most complex of liquids, water—focusing on recent progress in understanding these anomalies by combining information provided by recent experiments and simulations on water designed to test the hypothesis that liquid water has behavior consistent with the novel phenomenon of “liquid polymorphism” in that water can exist in two distinct phases. He will also discuss very recent work on nanoconfined water anomalies as well as the apparently related, and highly unusual, behavior of water in biological environments. Finally, Dr. Stanley will discuss how the general concept of liquid polymorphism is proving useful in understanding anomalies in other liquids, such as silicon and silica, as well as metallic glasses, which have in common that they are characterized by two characteristic length scales in their interactions.",Map Lorch Hall - 140,['2016-03-23 16:15'],"['Culture', 'Free', 'Lecture', 'Physics', 'Science', 'Talk']"
29724,Orglead: Leadership Transition,"Join us for Orglead: Leadership Transition on Thursday, March 24 from 6:00-7:30PM. This event will provide information about how to effectively transition leadership roles for the upcoming year. Attend the workshop if your group to learn how to improve this process & to strengthen the future of your student organization!",Map Michigan Union - 2105B,['2016-03-24 18:00'],"['Free', 'Leadership', 'Student org']"
29728,"Senior Recital: Ingram Lee IV, trombone",PROGRAM: Bernstein - Elegy for Mippy II; Boismortier - Sonata no. 12; Stanley - Tone Chamber; Filas - Sonata “At the end of the century”; DiLorenzo - Fire Dance.,Map Earl V. Moore Building - Britton Recital Hall,['2016-03-19 20:00'],"['Free', 'Music', 'North campus']"
29729,"Second Dissertation Recital: John Elam, piano","PROGRAM: Beethoven - Piano Trio in B-flat Major, op. 11; Muczynski - Fantasy Trio for Clarinet, Violoncello, and Piano, op. 26; Brahms - Trio for Horn, Violin, and Piano in E-flat Major, op. 40.",Map Walgreen Drama Center - Stamps Auditorium,['2016-03-19 17:30'],"['Free', 'Music', 'North campus']"
29730,"Student Recital: Erin Yerim Yoo, cello","PROGRAM: Bach - Cello Suite no. 2 in D Minor, BWV 1008; Shostakovich - Cello Sonata op. 40 in D Minor; Lalo - Cello Concerto in D Minor.",Map Stearns Building - Cady Room,['2016-03-26 20:00'],"['Free', 'Music', 'North campus']"
29741,Michigan Music Research Conference Concert,"The Michigan Music Research Conference is a graduate student symposium honoring Professor Emeritus Glenn E. Watkins. The concert will feature Æpex, with conductor Kevin Fitzgerald. This event is sponsored by CSG, RSG, the Department of Musicology, and the Department of Music Theory. PROGRAM: Choral Selections by Carlo Gesualdo; Stravinsky- Concerto in E-flat “Dumbarton Oaks;” Christopher Sherwood-Gabrielson- Arbor, a commission honoring Glenn E. Watkins",Map Earl V. Moore Building - Hankinson Rehearsal Hall,['2016-03-19 18:00'],"['Free', 'Music', 'North campus']"
29742,Michigan Music Research Conference,"The Michigan Music Research Conference is a graduate student symposium honoring Professor Emeritus Glenn E. Watkins. Saturday schedule 8:30 AM - Registration 9:00 AM - Introductory Remarks 9:15 AM - Paper Session 1: Music & War 11:00 AM - Paper Session 2: Gender & Identity 2:15 PM - Paper Session 3: Humor, Parody & Quotation 4:00 PM - Keynote Address by Dr. Scott Messing, Charles A. Dana professor of music, Alma College 5:00 PM - Reception Sunday schedule 9:00 AM - Paper Session 4: Past & Present 10:45 AM - Paper Session 5: Issues in Musical Appropriation 12:15 PM - Closing Remarks For more information and conference registration, visit http://sites.google.com/a/umich.edu/smr This symposium is sponsored by CSG, RSG, the Department of Musicology, and the Department of Music Theory.",Map Earl V. Moore Building,"['2016-03-19 8:30', '2016-03-20 9:00']","['Free', 'Music', 'North campus']"
29743,Guest Lecture: Cavani String Quartet,The Cavani String Quartet of the Cleveland Institute of Music present a lecture on rehearsal techniques and team management.,Map Earl V. Moore Building - McIntosh Theatre,['2016-03-21 19:30'],"['Free', 'Music', 'North campus']"
29744,"Student Recital: Matthew Browne, composer",PROGRAM: Browne - Cabinet of Curiosities,Map Earl V. Moore Building - McIntosh Theatre,['2016-04-03 17:15'],"['Free', 'Music', 'North campus']"
29745,"Student Recital: Connor O’Toole, saxophone","PROGRAM: Demersseman - Fantasie Sur un Theme Original; Vaughan Williams - Six Stuides in English Folksongs; Muczynski - Sonata for Alto Saxophone and Piano, op. 29; Lambert - Nocturne 1; Creston - Concerto for Alto Saxophone and Orchestra, op. 26.",Map Earl V. Moore Building - McIntosh Theatre,['2016-03-27 17:00'],"['Free', 'Music', 'North campus']"
29746,"Senior Recital: Mary Zelinski, organ","PROGRAM: Bruhns - Praeludium in G Major; Vierne - Symphonie no. 5, op. 47; 24 Pièces de fantaisie, op. 53; Bach - Prelude and Fugue in C Minor, BWV 546; Locklair - In Memory H.H.L.; Dupré - Sept Pièces, op. 27.","Cathedral of the Most Blessed Sacrament, 9844 Woodward Ave, Detroit, MI 48202",['2016-03-18 18:00'],"['Free', 'Music']"
29747,"Senior Recital: Paul Shen, piano","PROGRAM: Beethoven - Sonata in E Minor, op. 90; Mendelssohn - Andante and Rondo Capriccioso, op. 14; Bach - Prelude and Fugue in F Minor, BWV 857; Liszt - Venezia e Napoli.",Map Stearns Building - Cady Room,['2016-03-18 17:00'],"['Free', 'Music', 'North campus']"
29748,"Masters Recital: Eddie Sundra, clarinet","PROGRAM: Rossini - Introductinos, Theme, and Variations; Copland - Concerto for Clarinet and String Orchestra; Berio - Sequenza IXa per clarinetto solo; Gottschalk - Sonata for Bass Clarinet and Piano; Sundra - Sketches on Crystal for Clarinet and Electronics.",Map Walgreen Drama Center - Stamps Auditorium,['2016-03-20 14:00'],"['Free', 'Music', 'North campus']"
29749,"Student Recital: Andrew Cooper, oboe","PROGRAM: Vivaldi - Concerto in D Major, RV. 453; Nielsen - Quintet, op. 43; Pas.culli - Gran Concerto on themes from Verdi’s “I Vespri Siciliani”",Map Stearns Building - Cady Room,['2016-03-20 14:00'],"['Free', 'Music', 'North campus']"
29750,"Student Recital: Melody Mae Stein, harp","PROGRAM: Handel - Concerto in B-flat; Faure - Impromptu, op. 86; Debussy - Sonate pour Flute, Alto et Harpe.",Map Earl V. Moore Building - Glenn E. Watkins Lecture Hall,['2016-04-02 20:00'],"['Free', 'Music', 'North campus']"
29751,"Third Dissertation Recital: Alex Hayashi, oboe","PROGRAM: Holliger - Sonate for Oboe solo; Doráti - Duo Concertante; Berio - Sequenza VII per oboe; Prokofiev - Quintet, op. 39.",Map Walgreen Drama Center - Stamps Auditorium,['2016-03-28 20:00'],"['Free', 'Music', 'North campus']"
29759,St. Patrick's Day UMix,"Join of us for a night of treasure-hunting and celebrating St. Patrick's Day at the Union! Take part in a treasure hunt and discover a prize, play bubble soccer, participate in a horse race, have fun with some mini golf, relax with a charm bracelet or phases-of-the-moon craft, or enjoy our excellent soup and salad buffet at midnight!",Map Michigan Union,['2016-03-18 22:00'],"['Food', 'Free', 'Social', 'Umix']"
29761,Martha Cook Building International Tea,"Do you enjoy free food? Want to learn more about different cultures? Have you ever wanted to see the inside of Martha Cook? Experience all this and more when you come to Martha Cook's Annual International Tea! Residents from the building will be hosting tables and providing guests with food from countries around the world! This event is FREE and open to the public. Join us Friday, March 18th from 3-5 PM for great food and fun! Martha Cook is located on South U. next to the Law Quad and across the street from the UGLI. No backpacks or public restrooms!",Map Martha Cook Residence,['2016-03-18 15:00'],"['Alumni', 'Food', 'Free', 'International']"
29762,"Third Dissertation Recital: Hyun Jung Won, piano","PROGRAM: Bach - Sonata in A Minor, H. 138, Wq. 50/3; Haydn - Sonata in E Major, Hob.XVI: 22; Schumann - Grand Sonata no. 3 in F Minor, op. 14.",Map Earl V. Moore Building - Britton Recital Hall,['2016-03-20 14:00'],"['Free', 'Music', 'North campus']"
29768,LGBTQ+ Health & Wellness Week - Feel Good Friday!,"Join the Spectrum Center and MESA for an afternoon of relaxation! Finish out your week with a variety of activities to help you de-stress; includes coloring, crafts, meditation, and other options. Don't miss the Decolonize(d) Yoga session starting at 3:30pm and a FREE dinner at 5pm before the start of a talk on spiritual wellness!",Map William Monroe Trotter Multicultural Center - Main Floor,['2016-03-18 13:00'],"['Art', 'Diversity', 'Free', 'Games', 'Health & wellness', 'Lgbt', 'Mesa', 'Multicultural', 'Social justice']"
29772,"EXCEL Guest Panel: Eric Rönmark, Stanley Frankel, and Punch Andrews","DSO Chairman Emeritus Stanley Frankel, DSO General Manager and Artistic Administrator Eric Rönmark, and acclaimed producer and manager Edward ""Punch"" Andrews sit down with Dean Aaron Dworkin for a candid and insightful talk on the challenges and opportunities of crafting a successful career in the music industry today. From personal on-the-road stories to behind-the-scenes insights, these experts will bring their perspectives on the issues facing artists and arts organizations today. The session will conclude with next steps for anyone aspiring to work as an individual artist or as an integral employee of a thriving 21st century arts organization. RSVP at bit.ly/1KLufSg",Map Earl V. Moore Building - Glenn E. Watkins Lecture Hall,['2016-03-30 19:30'],"['Dance', 'Free', 'Music', 'North campus', 'Theater']"
29773,"Third Dissertation Recital: Edward Goodman, saxophone","PROGRAM: Wiedoeft - Saxophobia; Valse Sonia; Sax-O-Trix; Klickmann - Smiles and Chuckles; Barroll - Laf’n Sax; Chenette - Parade of the Elephants; Ellington - Jubliee Stomp; Livingston - Sax Appeal; Handy - St. Louis Blues; Morton - Jungle Blues; Brooks, Razaf & Waller - Jungle Jamboree; Wiedoeft - Sax-O-Phun; Aileen; Hazlett - Valse Inspiration; Brooks - I’ve Got Someone; Drigo - Serenade; Monti - Csardas.",Map Earl V. Moore Building - McIntosh Theatre,['2016-03-28 20:00'],"['Free', 'Music', 'North campus']"
29774,"Masters Recital: Daniel Martinec, clarinet","PROGRAM: Copland - Concerto for Clarinet; La Rocca - In This Place; Prokofiev - Quintet in G Minor, op. 39.",Map Walgreen Drama Center - Stamps Auditorium,['2016-03-18 17:30'],"['Free', 'Music', 'North campus']"
29775,Guest Recital: New Muse Piano Duo,"From machine-age poetry to the writings of Don DeLillo, this eclectic program presented by the New Muse Piano Duo (Paola Savvidou and Jonathan Kuuskoski) features five new works for piano four-hands drawn from a variety of post-modern influences. Selected from a call-for-scores that generated over 90 submissions from across North America and Europe, this accessible program will introduce audiences to the inventive (and sometimes acrobatic) duo piano writing of some of today's most exciting, emergent composers. The Duo actively commissions works by living composers and performs regularly throughout the United States and abroad. Program includes new works by Emily Doolittle, James Romig, Stacey Barelos, Oleg Bezberodko, and Henrik Ajax.",Map Earl V. Moore Building - McIntosh Theatre,['2016-03-27 14:00'],"['Free', 'Music', 'North campus']"
29776,"Masters Recital: Christopher Young, cello","PROGRAM: Schumann - Adagio and Allegro, op. 70; Britten - Cello Suite no. 1, op. 72; Debussy - Sonata for Cello and Piano; Britten - Phantasy Quartet.",Map Walgreen Drama Center - Stamps Auditorium,['2016-03-23 20:00'],"['Free', 'Music']"
29777,Feel Good Friday LGBTQ+Health&Wellness,"1:00 - 4:00 PM | First Floor Main Lounge Wellness Activities Destress with us at our Wellness Stations! Coloring, Play Doh, and board games are just a few activities we'll be offering throughout the afternoon. Decolonize(d) Yoga Practice with Liz Gonzalez, LMSW 3:30 - 4:30 PM | Ground Floor Rec Room Assistant Director of Clinical Services at CAPS Yoga is a mental, physical, and spiritual practice that originated in India. The ultimate goal of yoga is liberation. The intention of decolonized yoga is to liberate oneself from social constructs through cultural appreciation by honoring rituals of past teachers and past students. 5:00 - 7:00 PM | First Floor Main Lounge LGBTQ+ Spiritual Wellness a Conversation with Bishop Dr. Yvette Flunder Bishop Dr. Yvette Flunder is founder and Senior Pastor of the City of Refuge UCC and Presiding Bishop of The Fellowship, a multi-denominational fellowship of 56 primarily African American Christian Churches. While strangers and critics only see her through the lens of her sexual orientation, Flunder is known as a leader with a ""radically inclusive"" agenda of compassion.",Map William Monroe Trotter Multicultural Center,['2016-03-18 13:00'],"['Culture', 'Diversity', 'Fitness', 'Food', 'Free', 'Health & wellness', 'Inclusion', 'Kinesiology', 'Lgbt', 'Mesa', 'Multicultural', 'Social impact', 'Social justice']"
